ID Métier,Nom du Métier,Domaine du Métier,Niveau de Formation,Expérience Attendue,Opportunités de Carrière,Compétences du Métier,Code ROME,Description
8938,Développeur Web,Santé,Master,Intermédiaire,Entrepreneur,"Leadership, Analyse de données, Conception réseau",H1206,L'ingénieur s'assure que les systèmes et logiciels utilisés respectent les standards de sécurité pour les données.
8939,Data Scientist,Construction,Doctorat,Confirmé,Entrepreneur,"Communication, Cloud computing, Analyse de données",M1805,"Ce métier consiste à concevoir, développer, et maintenir des applications ou des systèmes répondant aux besoins des utilisateurs."
8940,Technicien Réseaux,Finance,Master,Expert,Consultant,"Programmation, Analyse financière, Gestion de projet",B1805,L'ingénieur s'assure que les systèmes et logiciels utilisés respectent les standards de sécurité pour les données.
8941,Ingénieur Sécurité,Finance,Doctorat,Expert,Consultant,"Analyse de données, Analyse financière, Programmation",K2101,Les professionnels du domaine travaillent à sécuriser les infrastructures réseaux et à assurer leur bon fonctionnement.
8942,Data Scientist,Transport,Doctorat,Confirmé,Manager,"Analyse financière, Leadership, Analyse de données",N3203,"Gère des projets complexes et coordonne les équipes, les budgets, et le développement technique."
8943,Spécialiste Cloud,Finance,Bac,Expert,Entrepreneur,"Analyse de données, Créativité, Sécurité des systèmes",H1206,"Gère des projets complexes et coordonne les équipes, les budgets, et le développement technique."
8944,Data Scientist,Énergie,Bac +2,Expert,Spécialiste,"Créativité, Gestion de projet, Cloud computing",G1101,"Gère des projets complexes et coordonne les équipes, les budgets, et le développement technique."
8945,Chef de Projet IT,Énergie,Master,Intermédiaire,Formateur,"Gestion de projet, Sécurité des systèmes, Analyse financière",H1206,Les professionnels du domaine travaillent à sécuriser les infrastructures réseaux et à assurer leur bon fonctionnement.
8946,Analyste Cybersécurité,Finance,Bac +3,Expert,Entrepreneur,"Programmation, Gestion de projet, Conception réseau",F1103,"Gère des projets complexes et coordonne les équipes, les budgets, et le développement technique."
8947,Consultant Big Data,Santé,Doctorat,Expert,Entrepreneur,"Gestion de projet, Analyse de données, Leadership",J1201,"Gère des projets complexes et coordonne les équipes, les budgets, et le développement technique."
8948,Ingénieur Logiciel,Finance,Master,Confirmé,Spécialiste,"Créativité, Analyse financière, Sécurité des systèmes",K2101,Les professionnels du domaine travaillent à sécuriser les infrastructures réseaux et à assurer leur bon fonctionnement.
8949,Ingénieur Logiciel,Informatique,Master,Expert,Consultant,"Cloud computing, Créativité, Communication",I1401,"Gère des projets complexes et coordonne les équipes, les budgets, et le développement technique."
8950,Administrateur Systèmes,Education,Bac,Débutant,Formateur,"Analyse de données, Programmation, Leadership",I1401,"Gère des projets complexes et coordonne les équipes, les budgets, et le développement technique."
8951,Data Scientist,Finance,Doctorat,Confirmé,Manager,"Analyse de données, Analyse financière, Communication",D1202,Les professionnels du domaine travaillent à sécuriser les infrastructures réseaux et à assurer leur bon fonctionnement.
8952,Développeur Web,Informatique,Bac,Confirmé,Consultant,"Gestion de projet, Analyse de données, Sécurité des systèmes",H1206,Spécialiste des données et des systèmes de sécurité pour contrer les menaces numériques.
8953,Data Scientist,Education,Bac,Intermédiaire,Manager,"Gestion de projet, Créativité, Conception réseau",B1805,Spécialiste des données et des systèmes de sécurité pour contrer les menaces numériques.
8954,Analyste Cybersécurité,Santé,Bac +2,Intermédiaire,Spécialiste,"Analyse de données, Programmation, Sécurité des systèmes",I1401,Les professionnels du domaine travaillent à sécuriser les infrastructures réseaux et à assurer leur bon fonctionnement.
8955,Administrateur Systèmes,Construction,Master,Intermédiaire,Spécialiste,"Analyse de données, Communication, Analyse financière",N3203,Spécialiste des données et des systèmes de sécurité pour contrer les menaces numériques.
8956,Spécialiste Cloud,Informatique,Bac +3,Intermédiaire,Formateur,"Analyse de données, Cloud computing, Sécurité des systèmes",F1103,Les professionnels du domaine travaillent à sécuriser les infrastructures réseaux et à assurer leur bon fonctionnement.
8957,Chef de Projet IT,Informatique,Bac,Confirmé,Formateur,"Programmation, Gestion de projet, Conception réseau",G1101,"Ce métier consiste à concevoir, développer, et maintenir des applications ou des systèmes répondant aux besoins des utilisateurs."
8958,Ingénieur Sécurité,Education,Bac +2,Expert,Spécialiste,"Analyse financière, Leadership, Communication",M1805,"Gère des projets complexes et coordonne les équipes, les budgets, et le développement technique."
8959,Développeur Web,Finance,Doctorat,Intermédiaire,Consultant,"Programmation, Conception réseau, Analyse de données",D1202,L'ingénieur s'assure que les systèmes et logiciels utilisés respectent les standards de sécurité pour les données.
8960,Chef de Projet IT,Santé,Bac +3,Confirmé,Manager,"Créativité, Sécurité des systèmes, Communication",D1202,"Ce métier consiste à concevoir, développer, et maintenir des applications ou des systèmes répondant aux besoins des utilisateurs."
8961,Consultant Big Data,Informatique,Doctorat,Confirmé,Entrepreneur,"Gestion de projet, Programmation, Conception réseau",B1805,Spécialiste des données et des systèmes de sécurité pour contrer les menaces numériques.
8962,Ingénieur Sécurité,Santé,Master,Confirmé,Manager,"Analyse de données, Communication, Programmation",M1805,Les professionnels du domaine travaillent à sécuriser les infrastructures réseaux et à assurer leur bon fonctionnement.
8963,Analyste Cybersécurité,Commerce,Master,Expert,Consultant,"Analyse de données, Communication, Sécurité des systèmes",D1202,Spécialiste des données et des systèmes de sécurité pour contrer les menaces numériques.
8964,Technicien Réseaux,Commerce,Bac +3,Confirmé,Manager,"Programmation, Sécurité des systèmes, Cloud computing",H1206,"Ce métier consiste à concevoir, développer, et maintenir des applications ou des systèmes répondant aux besoins des utilisateurs."
8965,Data Scientist,Finance,Bac +2,Confirmé,Manager,"Leadership, Communication, Analyse financière",H1206,Spécialiste des données et des systèmes de sécurité pour contrer les menaces numériques.
8966,Technicien Réseaux,Énergie,Master,Intermédiaire,Spécialiste,"Communication, Leadership, Analyse financière",B1805,L'ingénieur s'assure que les systèmes et logiciels utilisés respectent les standards de sécurité pour les données.
8967,Consultant Big Data,Finance,Bac +2,Expert,Manager,"Analyse de données, Communication, Analyse financière",H1206,"Ce métier consiste à concevoir, développer, et maintenir des applications ou des systèmes répondant aux besoins des utilisateurs."
8968,Développeur Web,RH,Bac +3,Débutant,Formateur,"Créativité, Cloud computing, Conception réseau",D1202,L'ingénieur s'assure que les systèmes et logiciels utilisés respectent les standards de sécurité pour les données.
8969,Spécialiste Cloud,Commerce,Bac +3,Intermédiaire,Formateur,"Créativité, Sécurité des systèmes, Conception réseau",N3203,"Ce métier consiste à concevoir, développer, et maintenir des applications ou des systèmes répondant aux besoins des utilisateurs."
8970,Analyste Cybersécurité,Commerce,Doctorat,Expert,Spécialiste,"Leadership, Communication, Conception réseau",M1805,"Gère des projets complexes et coordonne les équipes, les budgets, et le développement technique."
8971,Consultant Big Data,Finance,Master,Expert,Manager,"Gestion de projet, Programmation, Conception réseau",K2101,"Ce métier consiste à concevoir, développer, et maintenir des applications ou des systèmes répondant aux besoins des utilisateurs."
8972,Data Scientist,Commerce,Bac,Intermédiaire,Spécialiste,"Cloud computing, Programmation, Communication",F1103,Les professionnels du domaine travaillent à sécuriser les infrastructures réseaux et à assurer leur bon fonctionnement.
8973,Analyste Cybersécurité,Énergie,Bac +2,Débutant,Manager,"Créativité, Gestion de projet, Analyse financière",H1206,"Ce métier consiste à concevoir, développer, et maintenir des applications ou des systèmes répondant aux besoins des utilisateurs."
8974,Administrateur Systèmes,Construction,Doctorat,Débutant,Consultant,"Leadership, Communication, Sécurité des systèmes",J1201,"Ce métier consiste à concevoir, développer, et maintenir des applications ou des systèmes répondant aux besoins des utilisateurs."
8975,Consultant Big Data,Santé,Bac +3,Confirmé,Consultant,"Conception réseau, Analyse financière, Cloud computing",N3203,"Ce métier consiste à concevoir, développer, et maintenir des applications ou des systèmes répondant aux besoins des utilisateurs."
8976,Chef de Projet IT,Transport,Doctorat,Expert,Manager,"Communication, Analyse financière, Leadership",G1101,"Ce métier consiste à concevoir, développer, et maintenir des applications ou des systèmes répondant aux besoins des utilisateurs."
8977,Technicien Réseaux,Education,Bac +2,Confirmé,Spécialiste,"Conception réseau, Leadership, Sécurité des systèmes",I1401,L'ingénieur s'assure que les systèmes et logiciels utilisés respectent les standards de sécurité pour les données.
8978,Data Scientist,Finance,Doctorat,Intermédiaire,Formateur,"Gestion de projet, Leadership, Programmation",K2101,Spécialiste des données et des systèmes de sécurité pour contrer les menaces numériques.
8979,Data Scientist,Santé,Master,Expert,Spécialiste,"Cloud computing, Analyse de données, Leadership",I1401,"Gère des projets complexes et coordonne les équipes, les budgets, et le développement technique."
8980,Analyste Cybersécurité,Construction,Master,Débutant,Spécialiste,"Leadership, Créativité, Communication",I1401,L'ingénieur s'assure que les systèmes et logiciels utilisés respectent les standards de sécurité pour les données.
8981,Administrateur Systèmes,Énergie,Bac,Expert,Manager,"Sécurité des systèmes, Leadership, Analyse de données",G1101,Les professionnels du domaine travaillent à sécuriser les infrastructures réseaux et à assurer leur bon fonctionnement.
8982,Ingénieur Logiciel,RH,Bac +3,Expert,Entrepreneur,"Gestion de projet, Leadership, Programmation",H1206,"Gère des projets complexes et coordonne les équipes, les budgets, et le développement technique."
8983,Développeur Web,Transport,Bac +2,Expert,Spécialiste,"Analyse financière, Créativité, Analyse de données",B1805,Les professionnels du domaine travaillent à sécuriser les infrastructures réseaux et à assurer leur bon fonctionnement.
8984,Développeur Web,Transport,Doctorat,Intermédiaire,Manager,"Programmation, Gestion de projet, Communication",N3203,Les professionnels du domaine travaillent à sécuriser les infrastructures réseaux et à assurer leur bon fonctionnement.
8985,Ingénieur Logiciel,Finance,Bac,Débutant,Entrepreneur,"Créativité, Sécurité des systèmes, Conception réseau",B1805,L'ingénieur s'assure que les systèmes et logiciels utilisés respectent les standards de sécurité pour les données.
8986,Analyste Cybersécurité,Education,Doctorat,Intermédiaire,Entrepreneur,"Sécurité des systèmes, Gestion de projet, Cloud computing",I1401,"Gère des projets complexes et coordonne les équipes, les budgets, et le développement technique."
